# im_file		object	filter	weight_file	T
# Night 1
tu1843537.fits.fz	SDSSJ2140-0000	g		tu1843007.fits.fz		26.7088	0.	56513.09854498	15.	61	T
tu1843927.fits.fz	SDSSJ2140-0000	i		tu1844148.fits.fz		28.1376	0.	56513.09904466	15.	61	T
tu1842949.fits.fz	SDSSJ2140-0000	g		tu1843183.fits.fz		26.9338	0.	56513.10366694	15.	61	T
tu1843997.fits.fz	SDSSJ2140-0000	i		tu1844217.fits.fz		28.3622	0.	56513.10417656	15.	61	T
tu1843437.fits.fz	SDSSJ2140-0000	g		tu1843060.fits.fz		26.9978	0.	56513.18766228	15.	61	T
tu1844437.fits.fz	SDSSJ2140-0000	i		tu1843928.fits.fz		28.3894	0.	56513.18814474	15.	61	T
tu1843345.fits.fz	SDSSJ2300-0000	g		tu1843182.fits.fz		27.1334	0.	56513.24321803	15.	61	T
tu1844257.fits.fz	SDSSJ2300-0000	i		tu1844521.fits.fz		28.3946	0.	56513.24372693	15.	61	T
tu1843434.fits.fz	SDSSJ0200-0000	g		tu1843181.fits.fz		29.8164	0.	56513.37527362	15.	61	T
tu1843728.fits.fz	SDSSJ0200-0000	i		tu1843725.fits.fz		28.5146	0.	56513.37578972	15.	61	T
tu1843383.fits.fz	SDSSJ0000-0000	g		tu1843057.fits.fz		26.9886	0.	56513.37825132	15.	61	T
tu1844350.fits.fz	SDSSJ0000-0000	i		tu1844579.fits.fz		28.0047	0.	56513.3787624		15.	61	T
# Night 2                                                                             
tu1843645.fits.fz	SDSSJ1442-0005	g		tu1843055.fits.fz		27.3316	0.	56513.96429276  15.	61	F
tu1844418.fits.fz	SDSSJ1442-0005	i		tu1844113.fits.fz		28.4326	0.	56513.96479767  15.	61	F
tu1845933.fits.fz	SDSSJ1442-0005	z		tu1845992.fits.fz		28.2204	0.	56513.9652864		15.	61	F
tu1843430.fits.fz	SDSSJ1442-0005	g		tu1843342.fits.fz		27.3871	0.	56513.96647233	15.	61	T
tu1844416.fits.fz	SDSSJ1442-0005	i		tu1844699.fits.fz		28.4603	0.	56513.96697105	15.	61	T
tu1845863.fits.fz	SDSSJ1442-0005	z		tu1845990.fits.fz		28.2474	0.	56513.96746069	15.	61	T
tu1843111.fits.fz	SDSSJ1227-0000	g		tu1843525.fits.fz		26.9961	0.	56513.97302087  15.	61	F
tu1844036.fits.fz	SDSSJ1227-0000	i		tu1843722.fits.fz		28.3898	0.	56513.97352529  15.	61	F
tu1845929.fits.fz	SDSSJ1227-0000	z		tu1845928.fits.fz		28.1389	0.	56513.97402498	15.	61	F
tu1843429.fits.fz	SDSSJ1442-0005	g		tu1842942.fits.fz		27.4173	0.	56513.97952270	15.	61	T
tu1843718.fits.fz	SDSSJ1442-0005	i		tu1844498.fits.fz		28.4878	0.	56513.98000501	15.	61	T
tu1845985.fits.fz	SDSSJ1442-0005	z		tu1845799.fits.fz		28.2783	0.	56513.98051061	15.	61	T
tu1843222.fits.fz	SDSSJ2140-0000	g		tu1843422.fits.fz		27.0845	0.	56514.09549414	15.	61	T
tu1844578.fits.fz	SDSSJ2140-0000	i		tu1844575.fits.fz		28.4625	0.	56514.09598434	15.	61	T
tu1845925.fits.fz	SDSSJ2140-0000	z		tu1845862.fits.fz		28.2559	0.	56514.09647192	15.	61	T
tu1843415.fits.fz	SDSSJ2140-0000	g		tu1843633.fits.fz		27.1571	0.	56514.17990403	15.	61	T
tu1843886.fits.fz	SDSSJ2140-0000	i		tu1843715.fits.fz		28.4860	0.	56514.18048148	15.	61	T
tu1845983.fits.fz	SDSSJ2140-0000	z		tu1845796.fits.fz		28.2683	0.	56514.18097462	15.	61	T
