#  im_file        filter  tile  dither  weight_file     zp      FWHM    MJD   EXPTIME   NCHIP
c4d_150908_042023_ooi_z_v1.fits.fz    z    4    6    c4d_150908_042023_oow_z_v1.fits.fz    32.46     0.0    57273.176743    300.0    60
c4d_150908_042552_ooi_z_v1.fits.fz    z    4    7    c4d_150908_042552_oow_z_v1.fits.fz    32.49     0.0    57273.180543    300.0    60
c4d_150908_043120_ooi_z_v1.fits.fz    z    4    8    c4d_150908_043120_oow_z_v1.fits.fz    32.51     0.0    57273.184346    300.0    60
c4d_150908_043648_ooi_z_v1.fits.fz    z    4    9    c4d_150908_043648_oow_z_v1.fits.fz    32.48     0.0    57273.188149    300.0    60
c4d_150908_044216_ooi_z_v1.fits.fz    z    4    10    c4d_150908_044216_oow_z_v1.fits.fz    32.53     0.0    57273.191941    300.0    60
c4d_150908_044744_ooi_z_v1.fits.fz    z    4    11    c4d_150908_044744_oow_z_v1.fits.fz    32.52     0.0    57273.195734    300.0    60
c4d_150908_045311_ooi_z_v1.fits.fz    z    4    12    c4d_150908_045311_oow_z_v1.fits.fz    32.53     0.0    57273.199529    300.0    60
c4d_150908_045843_ooi_z_v1.fits.fz    z    4    13    c4d_150908_045843_oow_z_v1.fits.fz    32.51     0.0    57273.203343    300.0    60
c4d_150908_050408_ooi_z_v1.fits.fz    z    4    14    tu3444153.fits.fz    32.52     0.0    57273.207135    300.0    60
c4d_150908_050937_ooi_z_v1.fits.fz    z    4    15    c4d_150908_050937_oow_z_v1.fits.fz    32.49     0.0    57273.210931    300.0    60
c4d_150908_051505_ooi_z_v1.fits.fz    z    4    16    c4d_150908_051505_oow_z_v1.fits.fz    32.37     0.0    57273.214730    300.0    60
c4d_150908_052034_ooi_z_v1.fits.fz    z    4    17    c4d_150908_052034_oow_z_v1.fits.fz    32.32     0.0    57273.218530    300.0    60
c4d_150908_052602_ooi_z_v1.fits.fz    z    4    18    c4d_150908_052602_oow_z_v1.fits.fz    32.51     0.0    57273.222333    300.0    60
c4d_150908_053132_ooi_z_v1.fits.fz    z    4    19    c4d_150908_053132_oow_z_v1.fits.fz    32.55     0.0    57273.226136    300.0    60
c4d_150908_053700_ooi_z_v1.fits.fz    z    4    20    c4d_150908_053700_oow_z_v1.fits.fz    32.53     0.0    57273.229946    300.0    60
c4d_150908_054230_ooi_z_v1.fits.fz    z    4    21    c4d_150908_054230_oow_z_v1.fits.fz    32.51     0.0    57273.233758    300.0    60
c4d_150908_054757_ooi_i_v1.fits.fz    i    4    1    c4d_150908_054757_oow_i_v1.fits.fz    32.64     0.0    57273.237550    300.0    60
c4d_150908_060753_ooi_z_v1.fits.fz    z    6    1    c4d_150908_060753_oow_z_v1.fits.fz    32.70     0.0    57273.251390    300.0    60
c4d_150908_061319_ooi_z_v1.fits.fz    z    6    2    c4d_150908_061319_oow_z_v1.fits.fz    32.50     0.0    57273.255181    300.0    60
c4d_150908_061847_ooi_z_v1.fits.fz    z    6    3    c4d_150908_061847_oow_z_v1.fits.fz    32.45     0.0    57273.258970    300.0    60
c4d_150908_062417_ooi_z_v1.fits.fz    z    6    4    c4d_150908_062417_oow_z_v1.fits.fz    32.40     0.0    57273.262779    300.0    60
c4d_150908_062944_ooi_z_v1.fits.fz    z    6    5    c4d_150908_062944_oow_z_v1.fits.fz    32.30     0.0    57273.266580    300.0    60
c4d_150908_063512_ooi_z_v1.fits.fz    z    6    6    c4d_150908_063512_oow_z_v1.fits.fz    32.51     0.0    57273.270371    300.0    60
c4d_150908_064041_ooi_z_v1.fits.fz    z    6    7    c4d_150908_064041_oow_z_v1.fits.fz    32.25     0.0    57273.274168    300.0    60
c4d_150908_064609_ooi_z_v1.fits.fz    z    6    8    c4d_150908_064609_oow_z_v1.fits.fz    32.59     0.0    57273.277969    300.0    60
c4d_150908_065139_ooi_z_v1.fits.fz    z    6    9    c4d_150908_065139_oow_z_v1.fits.fz    32.41     0.0    57273.281790    300.0    60
c4d_150908_065708_ooi_i_v1.fits.fz    i    6    1    c4d_150908_065708_oow_i_v1.fits.fz    32.46     0.0    57273.285600    300.0    60
c4d_150908_070239_ooi_z_v1.fits.fz    z    6    10    c4d_150908_070239_oow_z_v1.fits.fz    32.62     0.0    57273.289400    300.0    60
c4d_150908_070806_ooi_z_v1.fits.fz    z    6    11    c4d_150908_070806_oow_z_v1.fits.fz    32.54     0.0    57273.293195    300.0    60
c4d_150908_071333_ooi_z_v1.fits.fz    z    6    12    c4d_150908_071333_oow_z_v1.fits.fz    32.47     0.0    57273.296989    300.0    60
c4d_150908_071901_ooi_z_v1.fits.fz    z    6    13    c4d_150908_071901_oow_z_v1.fits.fz    32.15     0.0    57273.300789    300.0    60
c4d_150908_072430_ooi_z_v1.fits.fz    z    6    14    c4d_150908_072430_oow_z_v1.fits.fz    32.38     0.0    57273.304588    300.0    60
c4d_150908_072957_ooi_z_v1.fits.fz    z    6    15    c4d_150908_072957_oow_z_v1.fits.fz    32.06     0.0    57273.308377    300.0    60
c4d_150911_023812_ooi_z_v1.fits.fz    z    2    11    c4d_150911_023812_oow_z_v1.fits.fz    31.24     0.0    57276.105742    300.0    60
c4d_150911_024338_ooi_z_v1.fits.fz    z    2    12    c4d_150911_024338_oow_z_v1.fits.fz    31.27     0.0    57276.109555    300.0    60
c4d_150911_024905_ooi_z_v1.fits.fz    z    2    13    c4d_150911_024905_oow_z_v1.fits.fz    31.28     0.0    57276.113354    300.0    60
c4d_150911_025433_ooi_z_v1.fits.fz    z    2    14    c4d_150911_025433_oow_z_v1.fits.fz    31.21     0.0    57276.117152    300.0    60
c4d_150911_030004_ooi_z_v1.fits.fz    z    2    15    c4d_150911_030004_oow_z_v1.fits.fz    31.26     0.0    57276.120942    300.0    60
c4d_150911_030530_ooi_z_v1.fits.fz    z    2    16    c4d_150911_030530_oow_z_v1.fits.fz    31.24     0.0    57276.124746    300.0    60
c4d_150911_031101_ooi_z_v1.fits.fz    z    2    17    c4d_150911_031101_oow_z_v1.fits.fz    31.23     0.0    57276.128545    300.0    60
c4d_150911_031628_ooi_z_v1.fits.fz    z    2    18    c4d_150911_031628_oow_z_v1.fits.fz    31.30     0.0    57276.132341    300.0    60
c4d_150911_032156_ooi_i_v1.fits.fz    i    2    2    c4d_150911_032156_oow_i_v1.fits.fz    31.59     0.0    57276.136158    300.0    60
c4d_150911_033617_ooi_z_v1.fits.fz    z    4    22    c4d_150911_033617_oow_z_v1.fits.fz    32.48     0.0    57276.146097    300.0    60
c4d_150911_034143_ooi_z_v1.fits.fz    z    4    23    c4d_150911_034143_oow_z_v1.fits.fz    32.30     0.0    57276.149899    300.0    60
c4d_150911_034710_ooi_z_v1.fits.fz    z    4    24    c4d_150911_034710_oow_z_v1.fits.fz    32.34     0.0    57276.153688    300.0    60
c4d_150911_035242_ooi_z_v1.fits.fz    z    4    25    c4d_150911_035242_oow_z_v1.fits.fz    32.44     0.0    57276.157483    300.0    60
c4d_150911_035812_ooi_z_v1.fits.fz    z    4    26    c4d_150911_035812_oow_z_v1.fits.fz    32.44     0.0    57276.161285    300.0    60
c4d_150911_040336_ooi_z_v1.fits.fz    z    4    27    c4d_150911_040336_oow_z_v1.fits.fz    32.45     0.0    57276.165088    300.0    60
c4d_150911_040903_ooi_z_v1.fits.fz    z    4    28    c4d_150911_040903_oow_z_v1.fits.fz    32.48     0.0    57276.168884    300.0    60
c4d_150911_041433_ooi_z_v1.fits.fz    z    4    29    c4d_150911_041433_oow_z_v1.fits.fz    32.50     0.0    57276.172686    300.0    60
c4d_150911_042007_ooi_z_v1.fits.fz    z    4    30    c4d_150911_042007_oow_z_v1.fits.fz    32.49     0.0    57276.176489    300.0    60
c4d_150911_042531_ooi_z_v1.fits.fz    z    4    31    c4d_150911_042531_oow_z_v1.fits.fz    32.52     0.0    57276.180313    300.0    60
c4d_150911_043100_ooi_z_v1.fits.fz    z    4    32    c4d_150911_043100_oow_z_v1.fits.fz    32.47     0.0    57276.184116    300.0    60
c4d_150911_043628_ooi_z_v1.fits.fz    z    4    33    c4d_150911_043628_oow_z_v1.fits.fz    32.47     0.0    57276.187913    300.0    60
c4d_150911_044158_ooi_z_v1.fits.fz    z    4    34    c4d_150911_044158_oow_z_v1.fits.fz    32.48     0.0    57276.191723    300.0    60
c4d_150911_044731_ooi_i_v1.fits.fz    i    4    2    c4d_150911_044731_oow_i_v1.fits.fz    32.75     0.0    57276.195521    300.0    60
c4d_150911_045515_ooi_z_v1.fits.fz    z    6    16    c4d_150911_045515_oow_z_v1.fits.fz    32.56     0.0    57276.200950    300.0    60
c4d_150911_050049_ooi_z_v1.fits.fz    z    6    17    c4d_150911_050049_oow_z_v1.fits.fz    32.52     0.0    57276.204757    300.0    60
c4d_150911_050611_ooi_z_v1.fits.fz    z    6    18    c4d_150911_050611_oow_z_v1.fits.fz    32.62     0.0    57276.208560    300.0    60
c4d_150911_051142_ooi_z_v1.fits.fz    z    6    19    c4d_150911_051142_oow_z_v1.fits.fz    32.64     0.0    57276.212365    300.0    60
c4d_150911_051709_ooi_z_v1.fits.fz    z    6    20    c4d_150911_051709_oow_z_v1.fits.fz    32.68     0.0    57276.216158    300.0    60
c4d_150911_052237_ooi_z_v1.fits.fz    z    6    21    c4d_150911_052237_oow_z_v1.fits.fz    32.69     0.0    57276.219965    300.0    60
c4d_150911_052811_ooi_z_v1.fits.fz    z    6    22    c4d_150911_052811_oow_z_v1.fits.fz    32.55     0.0    57276.223763    300.0    60
c4d_150911_053332_ooi_z_v1.fits.fz    z    6    23    c4d_150911_053332_oow_z_v1.fits.fz    32.57     0.0    57276.227566    300.0    60
c4d_150911_053902_ooi_z_v1.fits.fz    z    6    24    c4d_150911_053902_oow_z_v1.fits.fz    32.62     0.0    57276.231365    300.0    60
c4d_150911_054431_ooi_i_v1.fits.fz    i    6    2    c4d_150911_054431_oow_i_v1.fits.fz    32.98     0.0    57276.235165    300.0    60
c4d_150911_055001_ooi_i_v1.fits.fz    i    6    3    c4d_150911_055001_oow_i_v1.fits.fz    32.85     0.0    57276.238961    300.0    60
c4d_150911_055527_ooi_i_v1.fits.fz    i    6    4    c4d_150911_055527_oow_i_v1.fits.fz    32.46     0.0    57276.242765    300.0    60
c4d_150911_060055_ooi_i_v1.fits.fz    i    6    5    c4d_150911_060055_oow_i_v1.fits.fz    32.91     0.0    57276.246561    300.0    60
c4d_150911_060623_ooi_i_v1.fits.fz    i    6    6    c4d_150911_060623_oow_i_v1.fits.fz    32.96     0.0    57276.250351    300.0    60
c4d_150911_061151_ooi_z_v1.fits.fz    z    6    25    c4d_150911_061151_oow_z_v1.fits.fz    32.47     0.0    57276.254154    300.0    60
c4d_150911_061719_ooi_z_v1.fits.fz    z    6    26    c4d_150911_061719_oow_z_v1.fits.fz    32.58     0.0    57276.257943    300.0    60
c4d_150911_062251_ooi_z_v1.fits.fz    z    6    27    c4d_150911_062251_oow_z_v1.fits.fz    32.71     0.0    57276.261739    300.0    60
c4d_150911_062821_ooi_z_v1.fits.fz    z    6    28    c4d_150911_062821_oow_z_v1.fits.fz    32.78     0.0    57276.265533    300.0    60
c4d_150911_063342_ooi_z_v1.fits.fz    z    6    29    c4d_150911_063342_oow_z_v1.fits.fz    32.77     0.0    57276.269332    300.0    60
c4d_150911_063911_ooi_z_v1.fits.fz    z    6    30    c4d_150911_063911_oow_z_v1.fits.fz    32.74     0.0    57276.273134    300.0    60
c4d_150911_064441_ooi_z_v1.fits.fz    z    6    31    c4d_150911_064441_oow_z_v1.fits.fz    32.64     0.0    57276.276949    300.0    60
c4d_150911_065016_ooi_z_v1.fits.fz    z    6    32    c4d_150911_065016_oow_z_v1.fits.fz    32.72     0.0    57276.280750    300.0    60
c4d_150911_065539_ooi_i_v1.fits.fz    i    6    7    c4d_150911_065539_oow_i_v1.fits.fz    32.72     0.0    57276.284563    300.0    60
c4d_150911_070106_ooi_i_v1.fits.fz    i    6    8    c4d_150911_070106_oow_i_v1.fits.fz    32.62     0.0    57276.288367    300.0    60
c4d_150911_070634_ooi_i_v1.fits.fz    i    6    9    c4d_150911_070634_oow_i_v1.fits.fz    32.59     0.0    57276.292157    300.0    60
c4d_150911_071202_ooi_i_v1.fits.fz    i    6    10    c4d_150911_071202_oow_i_v1.fits.fz    32.95     0.0    57276.295948    300.0    60
c4d_150912_023907_ooi_z_v1.fits.fz    z    3    1    c4d_150912_023907_oow_z_v1.fits.fz    31.85     0.0    57277.106434    300.0    60
c4d_150912_024438_ooi_z_v1.fits.fz    z    3    2    c4d_150912_024438_oow_z_v1.fits.fz    31.84     0.0    57277.110244    300.0    60
c4d_150912_025005_ooi_z_v1.fits.fz    z    3    3    c4d_150912_025005_oow_z_v1.fits.fz    31.83     0.0    57277.114040    300.0    60
c4d_150912_025533_ooi_z_v1.fits.fz    z    3    4    c4d_150912_025533_oow_z_v1.fits.fz    31.84     0.0    57277.117843    300.0    60
c4d_150912_030103_ooi_z_v1.fits.fz    z    3    5    c4d_150912_030103_oow_z_v1.fits.fz    31.77     0.0    57277.121657    300.0    60
c4d_150912_030633_ooi_z_v1.fits.fz    z    3    6    c4d_150912_030633_oow_z_v1.fits.fz    31.80     0.0    57277.125461    300.0    60
c4d_150912_031211_ooi_z_v1.fits.fz    z    3    7    c4d_150912_031211_oow_z_v1.fits.fz    31.74     0.0    57277.129273    300.0    60
c4d_150912_031728_ooi_i_v1.fits.fz    i    3    1    c4d_150912_031728_oow_i_v1.fits.fz    32.06     0.0    57277.133072    300.0    60
c4d_150912_032522_ooi_z_v1.fits.fz    z    5    1    c4d_150912_032522_oow_z_v1.fits.fz    32.42     0.0    57277.138472    300.0    60
c4d_150912_033044_ooi_z_v1.fits.fz    z    5    2    c4d_150912_033044_oow_z_v1.fits.fz    32.45     0.0    57277.142271    300.0    60
c4d_150912_033613_ooi_z_v1.fits.fz    z    5    3    c4d_150912_033613_oow_z_v1.fits.fz    32.46     0.0    57277.146071    300.0    60
c4d_150912_034142_ooi_z_v1.fits.fz    z    5    4    c4d_150912_034142_oow_z_v1.fits.fz    32.49     0.0    57277.149890    300.0    60
c4d_150912_034712_ooi_z_v1.fits.fz    z    5    5    c4d_150912_034712_oow_z_v1.fits.fz    32.52     0.0    57277.153691    300.0    60
c4d_150912_035241_ooi_z_v1.fits.fz    z    5    6    c4d_150912_035241_oow_z_v1.fits.fz    32.52     0.0    57277.157501    300.0    60
c4d_150912_035808_ooi_z_v1.fits.fz    z    5    7    c4d_150912_035808_oow_z_v1.fits.fz    32.49     0.0    57277.161304    300.0    60
c4d_150912_040337_ooi_z_v1.fits.fz    z    5    8    c4d_150912_040337_oow_z_v1.fits.fz    32.39     0.0    57277.165097    300.0    60
c4d_150912_040906_ooi_z_v1.fits.fz    z    5    9    c4d_150912_040906_oow_z_v1.fits.fz    32.45     0.0    57277.168890    300.0    60
c4d_150912_041433_ooi_z_v1.fits.fz    z    5    10    c4d_150912_041433_oow_z_v1.fits.fz    32.32     0.0    57277.172695    300.0    60
c4d_150912_042006_ooi_i_v1.fits.fz    i    5    1    c4d_150912_042006_oow_i_v1.fits.fz    32.55     0.0    57277.176497    300.0    60
c4d_150912_042532_ooi_i_v1.fits.fz    i    5    2    c4d_150912_042532_oow_i_v1.fits.fz    32.42     0.0    57277.180299    300.0    60
c4d_150912_043059_ooi_i_v1.fits.fz    i    5    3    c4d_150912_043059_oow_i_v1.fits.fz    32.56     0.0    57277.184095    300.0    60
c4d_150912_043626_ooi_i_v1.fits.fz    i    5    4    c4d_150912_043626_oow_i_v1.fits.fz    32.48     0.0    57277.187891    300.0    60
c4d_150912_044154_ooi_i_v1.fits.fz    i    5    5    c4d_150912_044154_oow_i_v1.fits.fz    32.52     0.0    57277.191677    300.0    60
c4d_150912_044721_ooi_i_v1.fits.fz    i    5    6    c4d_150912_044721_oow_i_v1.fits.fz    32.41     0.0    57277.195479    300.0    60
c4d_150912_045249_ooi_i_v1.fits.fz    i    5    7    c4d_150912_045249_oow_i_v1.fits.fz    32.69     0.0    57277.199269    300.0    60
c4d_150912_050015_ooi_i_v1.fits.fz    i    6    11    c4d_150912_050015_oow_i_v1.fits.fz    32.87     0.0    57277.204419    300.0    60
c4d_150912_050546_ooi_i_v1.fits.fz    i    6    12    c4d_150912_050546_oow_i_v1.fits.fz    32.88     0.0    57277.208222    300.0    60
c4d_150912_051120_ooi_i_v1.fits.fz    i    6    13    c4d_150912_051120_oow_i_v1.fits.fz    32.74     0.0    57277.212015    300.0    60
c4d_150912_051639_ooi_i_v1.fits.fz    i    6    14    c4d_150912_051639_oow_i_v1.fits.fz    32.66     0.0    57277.215814    300.0    60
c4d_150912_052207_ooi_i_v1.fits.fz    i    6    15    c4d_150912_052207_oow_i_v1.fits.fz    32.58     0.0    57277.219613    300.0    60
c4d_150912_052737_ooi_i_v1.fits.fz    i    6    16    c4d_150912_052737_oow_i_v1.fits.fz    32.58     0.0    57277.223403    300.0    60
c4d_150912_053306_ooi_i_v1.fits.fz    i    6    17    c4d_150912_053306_oow_i_v1.fits.fz    32.37     0.0    57277.227191    300.0    60
c4d_150912_053832_ooi_i_v1.fits.fz    i    6    18    c4d_150912_053832_oow_i_v1.fits.fz    32.47     0.0    57277.230992    300.0    60
c4d_150912_054358_ooi_i_v1.fits.fz    i    6    19    c4d_150912_054358_oow_i_v1.fits.fz    32.52     0.0    57277.234786    300.0    60
c4d_150912_055131_ooi_z_v1.fits.fz    z    6    33    c4d_150912_055131_oow_z_v1.fits.fz    32.51     0.0    57277.239914    300.0    60
c4d_150912_055651_ooi_z_v1.fits.fz    z    6    34    c4d_150912_055651_oow_z_v1.fits.fz    32.67     0.0    57277.243721    300.0    60
c4d_150912_060415_ooi_z_v1.fits.fz    z    5    11    c4d_150912_060415_oow_z_v1.fits.fz    32.46     0.0    57277.248847    300.0    60
c4d_150912_060940_ooi_i_v1.fits.fz    i    5    8    c4d_150912_060940_oow_i_v1.fits.fz    32.73     0.0    57277.252633    300.0    60
c4d_150912_061508_ooi_i_v1.fits.fz    i    5    9    c4d_150912_061508_oow_i_v1.fits.fz    32.84     0.0    57277.256426    300.0    60
c4d_150912_062039_ooi_i_v1.fits.fz    i    5    10    c4d_150912_062039_oow_i_v1.fits.fz    32.91     0.0    57277.260221    300.0    60
c4d_150912_062605_ooi_i_v1.fits.fz    i    5    11    c4d_150912_062605_oow_i_v1.fits.fz    32.90     0.0    57277.264024    300.0    60
c4d_150912_063349_ooi_g_v1.fits.fz    g    7    1    c4d_150912_063349_oow_g_v1.fits.fz    32.17     0.0    57277.269414    300.0    60
c4d_150912_063919_ooi_g_v1.fits.fz    g    7    2    c4d_150912_063919_oow_g_v1.fits.fz    32.17     0.0    57277.273231    300.0    60
c4d_150912_064450_ooi_g_v1.fits.fz    g    7    3    c4d_150912_064450_oow_g_v1.fits.fz    32.13     0.0    57277.277029    300.0    60
c4d_150912_065210_ooi_z_v1.fits.fz    z    7    1    c4d_150912_065210_oow_z_v1.fits.fz    31.61     0.0    57277.282146    300.0    60
c4d_150912_065743_ooi_z_v1.fits.fz    z    7    2    c4d_150912_065743_oow_z_v1.fits.fz    31.63     0.0    57277.285961    300.0    60
c4d_150912_070307_ooi_z_v1.fits.fz    z    7    3    c4d_150912_070307_oow_z_v1.fits.fz    31.63     0.0    57277.289763    300.0    60
c4d_150912_070835_ooi_z_v1.fits.fz    z    9    1    c4d_150912_070835_oow_z_v1.fits.fz    31.59     0.0    57277.293560    300.0    60
