Index,HIERARCH ESO OBS PROG ID,HIERARCH ESO OBS NAME,HIERARCH ESO INS FILT1 NAME,HIERARCH ESO DET DIT,HIERARCH ESO DET NDIT,HIERARCH ESO TPL ID,HIERARCH ESO TPL NEXP,HIERARCH ESO TPL EXPNO,JITTR_ID,NJITTER,JITTER_I,ESOGRADE,RA,DEC,FWHM,Filename
0,098.B-0510(A),MS_DV2_V5_OB26,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,358.4414,-52.4373,0.666281,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160910_00142_st.fit
1,098.B-0510(A),MS_DV2_V5_OB26,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,358.591321,-52.43721,0.66172534,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160910_00145_st.fit
2,098.B-0510(A),MS_DV2_V5_OB26,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,358.592283,-52.62019,0.66209934,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160910_00148_st.fit
3,098.B-0510(A),MS_DV2_V5_OB26,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,358.441425,-52.6205,0.67393134,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160910_00151_st.fit
4,098.B-0510(A),MS_DV2_V5_OB26,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,358.29025,-52.6204,0.63689684,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160910_00154_st.fit
5,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,C,351.377896,-53.28692,1.20449284,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00154_st.fit
6,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,C,351.531417,-53.287,1.22405814,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00157_st.fit
7,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,C,351.684292,-53.28691,1.1819573,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00160_st.fit
8,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,C,351.6853,-53.46988,1.21440554,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00163_st.fit
9,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,C,351.531446,-53.4702,1.4021923,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00166_st.fit
10,098.B-0510(A),MS_DV1_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,C,351.37725,-53.47009,1.2005026,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00169_st.fit
11,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,C,358.290867,-52.43722,1.25406688,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00172_st.fit
12,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,C,358.4414,-52.4373,1.16821994,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00175_st.fit
13,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,C,358.591321,-52.43721,1.08485636,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00178_st.fit
14,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,C,358.592283,-52.62019,0.99750594,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00181_st.fit
15,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,C,358.441425,-52.6205,0.9879159,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00184_st.fit
16,098.B-0510(A),MS_DV2_V5_OB27,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,C,358.29025,-52.6204,1.00730814,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00187_st.fit
17,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,C,351.377896,-53.28692,0.98777514,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00190_st.fit
18,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,C,351.531417,-53.287,0.92244652,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00193_st.fit
19,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,C,351.684292,-53.28691,0.85851802,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00196_st.fit
20,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,C,351.6853,-53.46988,0.89284102,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00199_st.fit
21,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,C,351.531446,-53.4702,0.88862026,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00202_st.fit
22,098.B-0510(A),MS_DV1_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,C,351.37725,-53.47009,0.83456842,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00205_st.fit
23,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,C,358.290867,-52.43722,0.98810664,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00208_st.fit
24,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,C,358.4414,-52.4373,0.8822286,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00211_st.fit
25,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,C,358.591321,-52.43721,0.98766838,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00214_st.fit
26,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,C,358.592283,-52.62019,0.94452,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00217_st.fit
27,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,C,358.441425,-52.6205,0.9187684,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00220_st.fit
28,098.B-0510(A),MS_DV2_V5_OB28,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,C,358.29025,-52.6204,0.89502246,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160911_00223_st.fit
29,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,351.377896,-53.28692,0.82027652,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00048_st.fit
30,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,351.531417,-53.287,0.8079811,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00051_st.fit
31,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,351.684292,-53.28691,0.7876185,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00054_st.fit
32,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,351.6853,-53.46988,0.8547634,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00057_st.fit
33,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,351.531446,-53.4702,0.83659074,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00060_st.fit
34,098.B-0510(A),MS_DV1_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,351.37725,-53.47009,0.77160586,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00063_st.fit
35,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,B,358.290867,-52.43722,0.8914868,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00066_st.fit
36,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,B,358.4414,-52.4373,1.00324174,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00069_st.fit
37,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,B,358.591321,-52.43721,0.89481132,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00072_st.fit
38,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,B,358.592283,-52.62019,0.8842227,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00075_st.fit
39,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,B,358.441425,-52.6205,0.90316342,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00078_st.fit
40,098.B-0510(A),MS_DV2_V5_OB29,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,B,358.29025,-52.6204,0.86530306,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00081_st.fit
41,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,B,351.377896,-53.28692,0.86973836,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00084_st.fit
42,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,B,351.531417,-53.287,0.92599646,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00087_st.fit
43,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,B,351.684292,-53.28691,0.81107272,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00090_st.fit
44,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,B,351.6853,-53.46988,0.87169336,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00093_st.fit
45,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,B,351.531446,-53.4702,0.86388798,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00096_st.fit
46,098.B-0510(A),MS_DV1_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,B,351.37725,-53.47009,0.94779828,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00099_st.fit
47,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,B,358.290867,-52.43722,1.17414274,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00102_st.fit
48,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,B,358.4414,-52.4373,1.05088764,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00105_st.fit
49,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,B,358.591321,-52.43721,0.94831202,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00108_st.fit
50,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,B,358.592283,-52.62019,0.87914276,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00111_st.fit
51,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,B,358.441425,-52.6205,0.87129148,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00114_st.fit
52,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,B,358.29025,-52.6204,0.88784608,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00117_st.fit
53,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,B,358.290867,-52.43722,0.77922594,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00120_st.fit
54,098.B-0510(A),MS_DV2_V5_OB30,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,B,358.4414,-52.4373,0.76704272,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00123_st.fit
55,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,351.377896,-53.28692,0.66570198,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00126_st.fit
56,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,351.531417,-53.287,0.68637738,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00129_st.fit
57,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,351.684292,-53.28691,0.5978407,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00132_st.fit
58,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,351.6853,-53.46988,0.63989258,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00135_st.fit
59,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,351.531446,-53.4702,0.6262103,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00138_st.fit
60,098.B-0510(A),MS_DV1_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,351.37725,-53.47009,0.64896004,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00141_st.fit
61,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,358.290867,-52.43722,0.73414568,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00144_st.fit
62,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,358.4414,-52.4373,0.65152058,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00147_st.fit
63,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,358.591321,-52.43721,0.69985906,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00150_st.fit
64,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,358.592283,-52.62019,0.79366336,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00153_st.fit
65,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,358.441425,-52.6205,0.82719586,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00156_st.fit
66,098.B-0510(A),MS_DV2_V5_OB31,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,358.29025,-52.6204,0.85360638,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00159_st.fit
67,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,351.377896,-53.28692,0.7176907,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00162_st.fit
68,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,351.531417,-53.287,0.70357186,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00165_st.fit
69,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,351.684292,-53.28691,0.74110344,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00168_st.fit
70,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,351.6853,-53.46988,0.67042526,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00171_st.fit
71,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,351.531446,-53.4702,0.71559222,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00174_st.fit
72,098.B-0510(A),MS_DV1_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,351.37725,-53.47009,0.68314126,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00177_st.fit
73,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,358.290867,-52.43722,0.8144564,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00180_st.fit
74,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,358.4414,-52.4373,0.75830744,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00183_st.fit
75,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,358.591321,-52.43721,0.76452162,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00186_st.fit
76,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,358.592283,-52.62019,0.78904276,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00189_st.fit
77,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,358.441425,-52.6205,0.78366226,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00192_st.fit
78,098.B-0510(A),MS_DV2_V5_OB32,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,358.29025,-52.6204,0.77857042,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00195_st.fit
79,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,351.377896,-53.28692,0.83678386,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00198_st.fit
80,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,351.531417,-53.287,0.75386296,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00201_st.fit
81,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,351.684292,-53.28691,0.80337104,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00204_st.fit
82,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,351.6853,-53.46988,0.78155732,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00207_st.fit
83,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,351.531446,-53.4702,0.76044298,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00210_st.fit
84,098.B-0510(A),MS_DV1_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,351.37725,-53.47009,0.79062308,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00213_st.fit
85,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,358.290867,-52.43722,0.75643574,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00216_st.fit
86,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,358.4414,-52.4373,0.74953306,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00219_st.fit
87,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,358.591321,-52.43721,0.7584805,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00222_st.fit
88,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,358.592283,-52.62019,0.6793948,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00225_st.fit
89,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,358.441425,-52.6205,0.7134322,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00228_st.fit
90,098.B-0510(A),MS_DV2_V5_OB33,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,358.29025,-52.6204,0.70958068,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00231_st.fit
91,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,351.377896,-53.28692,0.76218106,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00234_st.fit
92,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,351.531417,-53.287,0.7270169,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00237_st.fit
93,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,351.684292,-53.28691,0.6454084,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00240_st.fit
94,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,351.6853,-53.46988,0.65572774,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00243_st.fit
95,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,351.531446,-53.4702,0.69806692,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00246_st.fit
96,098.B-0510(A),MS_DV1_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,351.37725,-53.47009,0.6561133,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00249_st.fit
97,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,A,358.290867,-52.43722,0.6987493,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00252_st.fit
98,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,A,358.4414,-52.4373,0.76376682,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00255_st.fit
99,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,A,358.591321,-52.43721,0.69784116,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00258_st.fit
100,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,10,Jitter3u,3,1,A,358.592283,-52.62019,0.76326464,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00261_st.fit
101,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,13,Jitter3u,3,1,A,358.441425,-52.6205,0.73432452,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00264_st.fit
102,098.B-0510(A),MS_DV2_V5_OB34,Ks,7.0,4,VIRCAM_img_obs_tile6,18,16,Jitter3u,3,1,A,358.29025,-52.6204,0.71644664,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160915_00267_st.fit
103,098.B-0510(A),MS_DV1_V5_OB35,Ks,7.0,4,VIRCAM_img_obs_tile6,18,1,Jitter3u,3,1,B,351.377896,-53.28692,0.81592724,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160916_00016_st.fit
104,098.B-0510(A),MS_DV1_V5_OB35,Ks,7.0,4,VIRCAM_img_obs_tile6,18,4,Jitter3u,3,1,B,351.531417,-53.287,0.92410028,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160916_00019_st.fit
105,098.B-0510(A),MS_DV1_V5_OB35,Ks,7.0,4,VIRCAM_img_obs_tile6,18,7,Jitter3u,3,1,B,351.684292,-53.28691,0.97476028,/Volumes/RAID/Magellanic_stream/VISTA/P98/raw_data/v20160916_00022_st.fit
