#  im_file        filter  tile  dither  sky_level   FWHM
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d1_z.fits    z    6    1    2436.0    4.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d2_z.fits    z    6    2    2308.3    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d3_z.fits    z    6    3    2573.2    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d4_z.fits    z    6    4    2716.2    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d5_z.fits    z    6    5    2669.2    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d6_z.fits    z    6    6    2871.9    4.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d7_z.fits    z    6    7    2836.6    3.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d8_z.fits    z    6    8    2714.4    5.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d9_z.fits    z    6    9    2560.9    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d1_i.fits    i    6    1    1303.8    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d10_z.fits    z    6    10    2501.1    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d11_z.fits    z    6    11    2563.0    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d12_z.fits    z    6    12    2643.9    3.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d13_z.fits    z    6    13    2592.0    3.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d14_z.fits    z    6    14    2601.6    3.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d15_z.fits    z    6    15    2553.7    3.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d11_z.fits    z    2    11    2993.6    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d12_z.fits    z    2    12    2983.1    3.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d13_z.fits    z    2    13    3082.3    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d14_z.fits    z    2    14    3224.0    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d15_z.fits    z    2    15    3342.5    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d16_z.fits    z    2    16    3168.5    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d17_z.fits    z    2    17    3117.8    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d18_z.fits    z    2    18    3189.9    3.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t2_d2_i.fits    i    2    2    1852.7    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d22_z.fits    z    4    22    3429.4    4.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d23_z.fits    z    4    23    3039.9    5.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d24_z.fits    z    4    24    3143.6    5.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d25_z.fits    z    4    25    2962.1    5.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d26_z.fits    z    4    26    2935.3    5.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d27_z.fits    z    4    27    2886.1    4.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d28_z.fits    z    4    28    3077.9    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d29_z.fits    z    4    29    3074.6    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d30_z.fits    z    4    30    3387.1    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d31_z.fits    z    4    31    3165.0    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d32_z.fits    z    4    32    3154.6    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d33_z.fits    z    4    33    2895.5    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d34_z.fits    z    4    34    3160.9    4.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t4_d2_i.fits    i    4    2    1653.9    5.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d16_z.fits    z    6    16    3093.1    4.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d17_z.fits    z    6    17    3003.9    4.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d18_z.fits    z    6    18    3244.3    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d19_z.fits    z    6    19    3174.4    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d20_z.fits    z    6    20    3063.7    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d21_z.fits    z    6    21    3052.4    4.7
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d22_z.fits    z    6    22    3051.6    4.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d23_z.fits    z    6    23    3070.6    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d24_z.fits    z    6    24    3015.3    5.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d2_i.fits    i    6    2    1654.5    6.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d3_i.fits    i    6    3    1802.2    7.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d4_i.fits    i    6    4    1862.9    8.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d5_i.fits    i    6    5    1855.7    6.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d6_i.fits    i    6    6    1777.4    6.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d25_z.fits    z    6    25    3416.7    7.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d26_z.fits    z    6    26    3277.8    7.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d27_z.fits    z    6    27    3121.6    5.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d28_z.fits    z    6    28    3130.6    5.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d29_z.fits    z    6    29    3166.0    5.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d30_z.fits    z    6    30    3379.6    5.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d31_z.fits    z    6    31    3432.5    5.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d32_z.fits    z    6    32    3144.2    4.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d7_i.fits    i    6    7    1694.2    7.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d8_i.fits    i    6    8    1625.3    8.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d9_i.fits    i    6    9    1703.4    7.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d10_i.fits    i    6    10    1697.8    7.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d1_z.fits    z    3    1    3659.8    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d2_z.fits    z    3    2    3664.2    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d3_z.fits    z    3    3    3779.3    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d4_z.fits    z    3    4    3738.5    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d5_z.fits    z    3    5    3550.5    5.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d6_z.fits    z    3    6    3365.1    5.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d7_z.fits    z    3    7    3367.3    5.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t3_d1_i.fits    i    3    1    1778.2    5.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d1_z.fits    z    5    1    3638.9    5.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d2_z.fits    z    5    2    3451.1    5.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d3_z.fits    z    5    3    3354.4    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d4_z.fits    z    5    4    3269.2    5.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d5_z.fits    z    5    5    3238.0    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d6_z.fits    z    5    6    3379.2    4.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d7_z.fits    z    5    7    3453.1    5.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d8_z.fits    z    5    8    3464.1    5.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d9_z.fits    z    5    9    3232.0    5.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d10_z.fits    z    5    10    3129.8    6.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d1_i.fits    i    5    1    1578.5    6.3
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d2_i.fits    i    5    2    1553.5    6.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d3_i.fits    i    5    3    1583.5    6.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d4_i.fits    i    5    4    1594.4    6.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d5_i.fits    i    5    5    1583.0    6.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d6_i.fits    i    5    6    1546.2    6.6
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d7_i.fits    i    5    7    1515.2    5.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d11_i.fits    i    6    11    1486.6    5.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d12_i.fits    i    6    12    1482.0    5.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d13_i.fits    i    6    13    1471.2    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d14_i.fits    i    6    14    1491.3    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d15_i.fits    i    6    15    1556.4    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d16_i.fits    i    6    16    1550.7    4.1
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d17_i.fits    i    6    17    1557.4    3.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d18_i.fits    i    6    18    1600.5    3.9
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d19_i.fits    i    6    19    1637.1    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d33_z.fits    z    6    33    3102.9    4.0
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t6_d34_z.fits    z    6    34    3147.0    4.4
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d11_z.fits    z    5    11    3081.5    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d8_i.fits    i    5    8    1579.3    4.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d9_i.fits    i    5    9    1593.2    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d10_i.fits    i    5    10    1638.3    3.7
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t5_d11_i.fits    i    5    11    1667.0    3.7
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d1_g.fits    g    7    1    297.3    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d2_g.fits    g    7    2    300.5    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d3_g.fits    g    7    3    303.5    4.5
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d1_z.fits    z    7    1    3130.4    3.8
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d2_z.fits    z    7    2    3183.1    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t7_d3_z.fits    z    7    3    3097.3    4.2
/Volumes/RAID/Magellanic_stream/DECam/20150906/pipeline/images/ms_t9_d1_z.fits    z    9    1    3055.4    3.7
